TV,Radio,Social Media,Influencer
83.0,30.05661135,4.918533475,Macro
66.0,19.53230719,3.884088166,Nano
24.0,6.816992888,3.927796211,Macro
85.0,32.78584244,3.253216367,Macro
90.0,20.40428624,2.217787717,Nano
80.0,36.08842395,6.192077771,Micro
71.0,21.46999184,3.220821267,Mega
10.0,5.134350235,0.689810674,Micro
76.0,28.88737713,5.953678828,Micro
11.0,7.68827301,3.023129063,Nano
90.0,33.5117751,4.663526779,Macro
21.0,5.719153159,1.08986217,Micro
26.0,4.472360044,0.717090273,Micro
21.0,8.977244028,1.183893145,Micro
70.0,19.86645844,1.948666468,Micro
92.0,31.23012284,7.478934482,Nano
41.0,19.96957206,4.491042639,Nano
25.0,13.00455149,5.277124394,Micro
29.0,19.64763273,0.856130365,Mega
28.0,5.552356016,1.01689872,Micro
25.0,5.488755498,0.394929989,Macro
64.0,26.37581692,3.715556358,Mega
34.0,16.00345822,5.979958691,Micro
63.0,24.99845725,5.37051983,Micro
82.0,30.25009056,3.334021873,Mega
42.0,15.31567266,0.605210374,Nano
90.0,33.80612226,6.27858393,Mega
100.0,33.3317102,6.057539518,Macro
98.0,27.66981156,1.605374723,Nano
18.0,4.32467821,1.383422123,Mega
87.0,32.39081231,2.967629819,Nano
10.0,12.20122965,2.452274641,Macro
66.0,21.57823348,8.87423765,Macro
94.0,27.44276637,2.375615308,Micro
36.0,13.68058332,2.503554117,Macro
44.0,10.0147525,2.056042436,Nano
27.0,13.2703404,0.858878019,Micro
76.0,27.79645954,3.915785408,Macro
90.0,26.32104188,4.477032317,Mega
66.0,26.54429241,3.947790349,Macro
49.0,8.208255183,4.305739085,Mega
49.0,16.31903668,0.463311511,Micro
54.0,21.73992856,5.195618185,Nano
23.0,10.05141481,0.156850984,Micro
13.0,0.700883,1.089991801,Mega
42.0,13.76651754,1.667909691,Macro
64.0,25.28047404,1.795472681,Macro
83.0,21.93601248,4.436259637,Micro
47.0,19.60088777,8.160758956,Mega
83.0,22.64766991,1.815303053,Macro
52.0,31.47852666,8.214623871,Mega
77.0,16.06927787,0.357098302,Macro
12.0,6.217926868,4.111669155,Nano
26.0,9.175047221,0.906720708,Micro
45.0,12.90064612,0.843237641,Macro
86.0,30.95791818,4.851285555,Macro
68.0,18.20170852,3.65305148,Micro
13.0,14.52212352,2.823846857,Nano
65.0,18.47026586,3.450908225,Macro
99.0,33.42960304,6.443252612,Macro
60.0,31.9179502,1.642863312,Macro
47.0,15.58848883,4.779978973,Mega
92.0,31.18303928,5.00595276,Mega
16.0,3.849731765,1.23722102,Micro
18.0,5.104034315,2.428498516,Micro
71.0,9.960783911,0.563444389,Mega
79.0,28.23216199,4.76982045,Macro
23.0,5.088639493,0.254285318,Micro
31.0,9.170028162,1.012183081,Nano
99.0,40.28751595,3.937106656,Nano
60.0,29.73254005,2.01239532,Mega
31.0,17.35504181,2.289854925,Nano
99.0,30.33118132,6.874902604,Micro
53.0,15.31054288,2.280185979,Macro
37.0,7.770454122,1.797070674,Micro
100.0,26.45201531,3.438501994,Nano
58.0,19.60865788,2.15523984,Macro
99.0,32.67209561,1.801486331,Micro
23.0,17.77730935,3.588287267,Nano
58.0,11.7731273,0.101324028,Micro
61.0,13.62383917,1.081630027,Mega
49.0,14.16394929,1.040513946,Micro
79.0,26.74288882,4.026507794,Nano
54.0,17.13626299,3.315389379,Nano
64.0,24.59745898,7.320931129,Nano
92.0,33.39604904,4.480487867,Nano
80.0,21.82701759,1.183157336,Macro
76.0,25.09598285,3.588906021,Mega
14.0,7.528707085,0.62760563,Nano
11.0,7.398527379,1.313158384,Micro
90.0,30.76362901,3.521698276,Nano
99.0,30.14056912,6.546158024,Mega
55.0,18.05470687,3.922401368,Nano
53.0,15.73860438,4.224996581,Mega
20.0,6.533529151,0.389875207,Mega
25.0,13.96921225,5.209408375,Mega
33.0,5.809820873,1.228691086,Mega
27.0,12.24599734,2.026165043,Mega
72.0,11.81185289,0.497252493,Micro
74.0,29.66161056,6.605580895,Mega
27.0,6.665685049,1.885684114,Nano
10.0,6.090843306,1.41702401,Macro
79.0,26.37176232,4.775905732,Micro
37.0,0.53868841,0.870266399,Macro
68.0,16.84529732,4.987388927,Macro
81.0,29.12147199,7.916414207,Nano
55.0,19.80180903,1.585076725,Micro
63.0,28.52795281,3.168882093,Macro
50.0,17.478614,6.264962348,Micro
82.0,25.51805538,2.738878738,Mega
23.0,3.159149146,1.838038355,Mega
48.0,14.81567322,2.458459238,Nano
12.0,5.30937103,0.886191819,Micro
24.0,4.014313143,1.258968767,Macro
30.0,9.749321224,3.173628519,Mega
81.0,27.33577511,5.263650376,Micro
64.0,22.69323068,0.34962043,Micro
22.0,14.04193665,4.643545687,Macro
49.0,16.59159546,0.394758957,Micro
89.0,29.19640099,5.766582735,Mega
94.0,26.87287001,2.585689594,Macro
51.0,14.76555949,4.811434198,Nano
97.0,31.55107466,5.170242248,Macro
17.0,8.482697909,0.946148453,Nano
40.0,9.790167854,5.124846848,Micro
97.0,38.2427277,7.11700822,Micro
93.0,27.05446611,5.748857069,Micro
32.0,14.48421832,0.612035667,Micro
75.0,20.62311544,6.519578952,Macro
19.0,10.36054593,1.354422273,Mega
37.0,17.592606,2.569460824,Macro
94.0,28.34632962,2.769185314,Macro
27.0,8.386185282,4.05505902,Mega
26.0,5.928308617,2.03273826,Micro
64.0,22.81691505,6.280742013,Micro
30.0,10.3027251,3.030377184,Micro
73.0,23.16628697,4.273919017,Mega
37.0,10.40371072,0.263531928,Nano
25.0,15.28573168,0.430381993,Micro
74.0,30.96750738,13.08395694,Mega
44.0,13.79194397,4.325957086,Macro
46.0,15.57190659,3.193752933,Nano
63.0,24.11768874,5.295901775,Mega
51.0,30.89320729,7.389871572,Micro
52.0,10.65220223,0.81995501,Macro
14.0,5.478510793,2.250340619,Macro
21.0,6.701206992,0.8861581,Macro
78.0,26.40676494,2.475101624,Macro
13.0,7.54871986,0.881171591,Nano
55.0,13.72729882,3.332910977,Nano
57.0,16.22435758,2.816390044,Nano
22.0,13.49482792,3.186230229,Nano
17.0,12.91914773,1.904300714,Macro
62.0,23.88464708,4.74068007,Mega
62.0,24.93153398,5.478962155,Nano
79.0,19.48177541,2.244635012,Macro
41.0,12.73241353,0.53126965,Macro
85.0,18.80897495,5.653697173,Macro
65.0,23.33843751,3.875179167,Macro
26.0,12.10537618,4.007434704,Macro
23.0,5.723865238,4.001562789,Nano
47.0,12.91493042,1.829351188,Nano
36.0,16.25772483,2.784612646,Mega
26.0,6.436900014,1.163715191,Mega
88.0,37.28722266,11.96433309,Micro
10.0,0.573244039,1.072542455,Micro
80.0,29.34018613,7.067678233,Nano
87.0,31.331044,7.012678356,Macro
24.0,3.595598161,0.980335778,Macro
59.0,18.05024365,2.889912691,Macro
71.0,24.37537742,3.050471293,Macro
42.0,17.86317794,4.313004614,Macro
19.0,11.84308384,1.411744529,Macro
83.0,26.01949395,4.824377926,Nano
45.0,14.76514666,4.973730489,Mega
16.0,6.067807963,1.960487823,Nano
36.0,19.24574054,0.229962294,Mega
71.0,17.5346403,1.94087322,Macro
12.0,4.55390149,0.028845079,Macro
47.0,18.34351719,1.261528644,Micro
12.0,7.525871114,4.351137632,Nano
64.0,16.07763967,2.392235948,Mega
11.0,0.038150719,0.266766715,Macro
93.0,31.27186809,8.352357783,Micro
69.0,25.74882385,1.818395347,Nano
98.0,30.37795016,3.96458204,Micro
43.0,8.573864534,3.298362157,Micro
80.0,26.88480845,6.158385471,Nano
40.0,13.9310362,3.935940555,Nano
86.0,18.58905369,2.780680191,Micro
100.0,42.83265278,3.965112831,Micro
44.0,15.72633981,5.470316628,Mega
86.0,19.98864888,1.227231469,Nano
87.0,35.10610721,7.594133849,Mega
28.0,6.008656035,2.789498789,Micro
63.0,17.9879371,3.817063176,Micro
90.0,29.0968972,6.041618334,Macro
35.0,7.227368592,1.144932144,Micro
80.0,24.00926522,0.277916714,Macro
47.0,13.39621739,4.181491721,Mega
65.0,22.01819072,3.352790007,Micro
19.0,6.005250648,2.38362943,Macro
72.0,23.0710855,0.934353612,Nano
91.0,28.6116327,5.507701839,Macro
73.0,28.4645976,5.545684409,Mega
41.0,15.399307,1.168398986,Mega
84.0,28.25584373,5.699994101,Mega
41.0,11.21191726,5.767485022,Micro
37.0,16.85298144,3.91916677,Nano
46.0,15.79668978,0.59689445,Macro
74.0,29.52017002,2.333157382,Nano
51.0,20.67313753,2.285148533,Micro
31.0,6.900105047,0.7423989,Nano
68.0,13.86615704,0.040676461,Micro
34.0,14.99603995,1.984357576,Micro
24.0,9.225854712,3.542555386,Micro
25.0,5.308684631,1.459211679,Nano
30.0,8.23299153,0.635691754,Micro
87.0,26.2868629,1.777654087,Nano
74.0,26.87738758,3.516430061,Micro
20.0,4.218479595,2.092680162,Micro
83.0,30.64496663,6.844189108,Micro
75.0,31.43960904,5.03708252,Micro
75.0,26.68858037,7.527451339,Nano
34.0,14.88677162,0.899125167,Macro
73.0,22.86737608,0.968984226,Nano
21.0,17.18990789,0.237534685,Macro
62.0,23.86330204,4.208564348,Micro
67.0,10.44756548,2.178328312,Mega
55.0,11.31363936,1.457213766,Nano
22.0,3.119413491,2.819735385,Micro
47.0,18.22307143,1.474865689,Macro
61.0,20.21722551,6.875922114,Nano
58.0,21.59094563,5.880669368,Nano
31.0,12.53100733,2.685308786,Nano
17.0,7.759342529,1.962255801,Nano
60.0,22.4028944,5.276295758,Nano
64.0,17.95098004,0.156159603,Micro
15.0,7.631560662,1.459345124,Nano
79.0,28.86285965,1.487848366,Nano
47.0,17.60586851,2.785139037,Macro
33.0,7.841799099,2.114598916,Nano
60.0,23.78188165,1.048029693,Nano
21.0,1.086564488,1.233637133,Nano
15.0,11.35623505,0.85939064,Mega
50.0,18.2630567,4.050816325,Mega
86.0,28.01877818,4.629252433,Macro
27.0,9.569824803,2.216601931,Mega
39.0,10.98094871,1.069789208,Nano
18.0,7.022067609,0.289604731,Micro
38.0,14.81513871,6.190336545,Mega
63.0,22.72019,2.46555663,Macro
95.0,25.73376486,2.270527985,Nano
50.0,10.37446633,4.32978936,Mega
74.0,22.67960376,3.535072235,Mega
61.0,26.01795786,4.539550507,Micro
48.0,5.931776912,0.520852596,Mega
91.0,29.48179455,2.502110175,Nano
97.0,29.94711311,4.767623725,Mega
38.0,16.35728777,0.910704373,Nano
73.0,27.55549019,2.927052434,Micro
36.0,5.363569955,0.89945807,Mega
34.0,18.30838926,4.750979211,Nano
91.0,40.10852728,7.236170474,Mega
55.0,19.36532701,7.680491394,Macro
57.0,21.18777348,1.021528117,Macro
43.0,5.738747528,0.043311281,Mega
68.0,17.74223933,2.756638743,Mega
68.0,20.71881535,0.144885367,Mega
30.0,7.377348336,4.990927845,Macro
23.0,0.337280944,1.659522761,Mega
55.0,25.73139014,3.820392929,Micro
84.0,26.42486812,1.19268299,Micro
22.0,2.361074628,3.343804334,Macro
12.0,3.876010939,1.906025559,Micro
94.0,34.83022342,6.007376739,Mega
14.0,0.199780147,2.12760286,Mega
79.0,24.13102522,4.384600824,Micro
66.0,20.43830433,2.097019822,Nano
74.0,24.62362561,5.521459055,Micro
21.0,14.65992703,3.07256704,Macro
10.0,1.667023998,5.648119947,Micro
38.0,5.433861834,4.68229946,Macro
26.0,10.72282034,2.627919227,Macro
49.0,17.08679602,1.73819839,Micro
37.0,10.52698932,0.830311194,Macro
17.0,10.62493206,5.604877885,Mega
58.0,13.94936767,4.793888364,Macro
33.0,6.244258946,1.703124543,Mega
33.0,10.17684557,1.872567716,Macro
87.0,34.53602104,4.63217989,Mega
50.0,14.11823913,0.461927771,Mega
100.0,34.77145023,6.553819539,Micro
92.0,27.8684782,2.766438696,Micro
49.0,21.10940259,4.247449589,Macro
92.0,26.8926879,3.890886001,Nano
84.0,28.06256577,3.420994554,Nano
89.0,30.98092574,4.599569215,Nano
46.0,18.99508544,0.962846607,Macro
62.0,21.34402806,1.262535921,Mega
57.0,17.73126576,1.135948669,Micro
78.0,26.62195735,3.352122062,Mega
87.0,25.30886812,0.888742374,Macro
80.0,23.59775824,7.812127296,Macro
68.0,25.61370018,6.464483068,Nano
17.0,6.644540939,0.889902454,Nano
20.0,3.655618827,0.901505113,Nano
78.0,26.82739706,2.389919757,Micro
29.0,8.503710547,3.662492615,Macro
59.0,24.66295001,4.291873948,Micro
40.0,20.30739536,1.15081881,Micro
66.0,20.88661089,4.727851849,Micro
51.0,27.45609511,1.952142405,Micro
20.0,11.75733151,3.733754349,Nano
18.0,24.48425958,5.258960389,Macro
44.0,12.5643202,4.04894823,Nano
37.0,13.33891846,2.531478926,Micro
100.0,27.77989541,5.280720518,Mega
44.0,14.69294557,3.043872289,Macro
60.0,17.59914055,1.792459542,Macro
54.0,14.11905996,4.21564213,Nano
26.0,10.81384681,2.310877745,Micro
97.0,27.20282364,8.986277187,Nano
21.0,11.11699915,0.298541858,Nano
99.0,26.53623007,3.80369576,Nano
36.0,4.91886598,0.39581294,Nano
79.0,24.182637,8.112998598,Macro
67.0,22.92648803,5.522947611,Nano
90.0,29.55800369,3.425633439,Macro
73.0,28.96041023,2.673042346,Nano
62.0,22.51118185,5.611983098,Macro
90.0,36.55151239,9.883176364,Mega
64.0,25.13907969,3.249423621,Nano
55.0,19.7220372,4.378775534,Micro
10.0,5.040121601,0.704360749,Mega
72.0,22.29004916,2.95721943,Macro
38.0,8.430632401,1.893366838,Micro
40.0,11.90789251,1.958036191,Nano
26.0,14.75836595,0.605994361,Nano
25.0,19.23206627,4.730563384,Macro
74.0,15.46334754,2.480593239,Nano
56.0,13.99621892,0.602834245,Macro
52.0,17.11323977,2.638642418,Mega
10.0,2.298248107,2.435478085,Mega
70.0,17.12263904,0.29907415,Micro
47.0,18.04699408,1.401191326,Macro
39.0,11.06056355,3.690414895,Micro
96.0,36.97046742,7.525472375,Macro
82.0,28.98362002,5.778260941,Mega
63.0,20.70580331,3.522060728,Macro
96.0,22.45101738,1.115810985,Nano
15.0,4.405612027,3.454121714,Macro
31.0,12.32745975,1.450388739,Mega
34.0,8.100352967,4.642785095,Nano
10.0,2.197709315,1.486695536,Mega
30.0,10.55740569,3.122487155,Mega
20.0,3.31555073,0.424423006,Micro
95.0,35.2543515,7.879232437,Micro
92.0,26.81404542,4.200575594,Macro
26.0,13.89189629,2.39359741,Micro
11.0,6.327931043,1.110666769,Macro
68.0,26.21474469,5.257853498,Micro
46.0,15.43266188,1.018386283,Mega
43.0,12.32309593,1.312615046,Macro
87.0,24.95177785,1.015740835,Nano
77.0,25.58343965,3.870991902,Macro
11.0,7.633014867,4.595993855,Macro
69.0,23.74410652,5.035551434,Nano
42.0,16.58242049,2.233249823,Nano
33.0,13.36586735,0.012138363,Macro
74.0,25.67430718,3.229394656,Micro
36.0,19.22949803,3.440342386,Micro
39.0,14.01002933,5.185134443,Nano
83.0,24.96773561,6.371890502,Micro
15.0,3.578435619,0.504868131,Mega
46.0,8.337110578,0.799469099,Mega
100.0,28.59728685,6.150342746,Mega
17.0,6.867834252,0.023448897,Micro
13.0,9.434361981,1.80338467,Micro
54.0,23.65763584,3.84699715,Mega
69.0,23.47473707,5.622279813,Micro
97.0,31.70701011,4.365166691,Nano
58.0,23.29102567,1.819778353,Macro
99.0,36.87630184,7.618605058,Mega
34.0,5.491376948,2.357565194,Nano
45.0,15.74523453,0.344629786,Micro
16.0,6.004431969,2.725432887,Macro
49.0,8.283163563,1.257285088,Mega
44.0,11.82249558,1.840562767,Macro
78.0,21.17355108,1.521428549,Nano
49.0,17.97929137,1.427125794,Micro
38.0,12.90576954,0.090806236,Micro
97.0,23.10529962,5.386107526,Macro
63.0,19.29607338,2.482620404,Nano
96.0,36.33920355,2.480408288,Mega
24.0,7.225799684,1.333769168,Macro
15.0,1.768192165,2.568925254,Macro
63.0,14.43895625,2.954981196,Micro
46.0,11.41002235,2.694955186,Mega
63.0,25.44021521,3.473814317,Mega
54.0,26.55541659,4.633747811,Nano
33.0,19.33747589,0.742523265,Nano
77.0,28.46882717,3.439719406,Macro
95.0,28.46452027,3.601174633,Mega
22.0,5.55931568,2.410001518,Micro
80.0,29.63068625,7.527312834,Nano
66.0,16.43219543,3.237042142,Macro
23.0,2.201752448,0.376547887,Nano
82.0,26.52121969,8.80643288,Macro
66.0,21.83513317,6.269988283,Mega
17.0,2.249203812,0.395150251,Nano
91.0,35.43036545,4.872217981,Nano
86.0,29.91962703,6.312902998,Mega
62.0,26.56556136,2.245302708,Mega
68.0,18.96855432,3.658658469,Macro
19.0,4.182629353,3.338355193,Mega
94.0,37.63339784,3.593898692,Mega
79.0,21.04641738,4.585300693,Micro
74.0,29.56295098,2.060719698,Micro
91.0,24.70800033,1.160337309,Micro
84.0,27.81758246,6.171058415,Micro
34.0,11.61161414,3.240610721,Micro
91.0,17.88186115,4.934914451,Nano
18.0,12.38447814,1.637157501,Nano
57.0,16.7999394,2.953104068,Nano
19.0,7.95837325,2.432539852,Micro
95.0,33.7322487,2.828376137,Micro
91.0,34.15101221,7.847444243,Micro
44.0,15.66926662,1.086781261,Nano
47.0,7.903492524,1.551582154,Micro
37.0,13.37330873,0.38920132,Nano
77.0,29.75675332,3.156460901,Macro
59.0,19.15990669,4.831583416,Nano
88.0,20.3636207,5.245145153,Macro
55.0,10.29724464,1.36503372,Mega
84.0,27.6452302,5.916649652,Nano
49.0,15.85805646,3.969103203,Mega
38.0,16.08943737,2.525347278,Micro
35.0,7.798023839,1.957661502,Macro
53.0,10.67865124,3.724557377,Micro
11.0,3.335733398,1.314762104,Mega
81.0,30.51678552,4.253765851,Mega
39.0,14.37856572,0.241241209,Macro
97.0,35.88463577,2.264974023,Micro
52.0,13.43002119,2.656327532,Nano
71.0,25.76614235,4.75250808,Macro
99.0,37.26381865,6.88653481,Nano
89.0,20.86981195,7.882758146,Nano
82.0,30.62242105,6.78586305,Mega
39.0,26.08214459,3.414835509,Mega
96.0,31.77594405,7.021627245,Micro
37.0,14.34414237,3.13864616,Mega
62.0,27.59890985,3.606600914,Nano
61.0,10.3847837,2.257493687,Nano
32.0,0.758066665,2.359200238,Mega
17.0,6.337465655,1.733237745,Nano
86.0,27.46516556,4.518231362,Micro
88.0,26.30065656,4.204039947,Nano
68.0,19.13141921,6.834952137,Micro
63.0,20.77468172,6.259153285,Micro
75.0,29.3906457,5.909569393,Mega
98.0,34.41226462,1.939969763,Macro
70.0,30.47388738,5.704360367,Nano
47.0,14.90938897,0.172817665,Macro
90.0,23.85096981,1.784880296,Macro
36.0,10.60419906,3.560618087,Micro
13.0,4.441685878,0.043926315,Nano
37.0,12.70924201,4.63850598,Macro
77.0,27.90609645,4.144917168,Macro
58.0,16.21319014,1.808076507,Macro
60.0,17.69173462,3.241365169,Nano
36.0,2.629061724,4.784614133,Nano
80.0,24.16999806,3.53517966,Macro
82.0,34.76779038,4.248044829,Micro
32.0,15.40516167,4.049889123,Nano
12.0,11.83576293,2.828314712,Nano
30.0,10.78600157,0.476179479,Nano
45.0,15.75354548,0.714255601,Micro
63.0,15.49398588,0.383257582,Macro
31.0,16.33744378,3.886172961,Mega
83.0,27.98792232,6.066843266,Macro
20.0,14.13534024,3.890982839,Micro
92.0,31.09859014,5.451928941,Mega
20.0,1.319809182,0.644217455,Nano
76.0,19.86221522,2.198497564,Nano
29.0,18.18480338,1.570359462,Macro
67.0,12.84948587,3.413281045,Mega
27.0,7.351579839,3.159416944,Mega
94.0,40.13111896,5.87651394,Nano
62.0,19.00447338,0.255726683,Macro
56.0,24.39503194,7.606384879,Micro
84.0,23.41186612,3.38645132,Nano
63.0,18.0716099,4.009603049,Macro
34.0,5.867787059,4.071008852,Mega
31.0,14.95348305,0.048020677,Micro
53.0,17.36953424,4.404963491,Macro
62.0,19.93974943,1.581668395,Mega
74.0,22.67029057,4.618754518,Nano
38.0,8.872274678,1.605213404,Macro
17.0,6.782228139,2.37336051,Nano
40.0,10.13915927,0.323433508,Macro
12.0,5.013390243,0.840971884,Nano
77.0,26.85928418,4.954590412,Macro
19.0,10.61709956,1.277720616,Macro
89.0,25.7685786,4.213173006,Nano
36.0,10.79687452,3.619462671,Micro
97.0,24.13192924,3.174014104,Macro
31.0,6.751330815,0.436407096,Micro
56.0,21.46041579,2.388734762,Micro
70.0,25.1423791,3.418215318,Nano
16.0,5.768998355,0.167732483,Macro
37.0,6.172686666,0.339882776,Mega
69.0,19.65653268,3.380057305,Mega
49.0,16.39876978,1.569718706,Macro
76.0,22.22593968,2.580100287,Nano
83.0,36.0042875,6.299889469,Nano
33.0,13.38002348,5.391596379,Macro
98.0,31.93407082,4.645249764,Micro
62.0,11.56312736,1.926692956,Mega
24.0,15.57823282,0.613989803,Macro
93.0,28.27465769,2.404138725,Mega
59.0,21.18724484,1.117233143,Nano
42.0,10.01903472,0.191093711,Nano
13.0,3.084029135,1.00780763,Mega
97.0,34.78643691,5.168134754,Micro
49.0,23.08245994,5.745417559,Macro
50.0,11.10971142,3.949362396,Nano
30.0,10.64510759,1.915517115,Macro
24.0,6.155116452,1.258231325,Micro
90.0,25.32989622,4.301506554,Nano
70.0,25.91833389,4.768469714,Nano
56.0,20.55128397,1.437485088,Micro
15.0,13.49819708,2.084050121,Micro
99.0,37.7178052,3.590086383,Nano
19.0,9.22885874,1.70702226,Micro
54.0,9.966013162,1.321266997,Macro
11.0,8.231312431,0.304835686,Mega
29.0,9.002412712,0.609849942,Nano
31.0,11.9454269,1.410199557,Mega
100.0,34.99956608,3.442713665,Micro
44.0,19.86674573,3.239329723,Micro
50.0,18.1727377,5.722841776,Micro
63.0,16.10084562,3.055372489,Micro
74.0,31.20063184,5.956147638,Macro
85.0,20.84691258,8.21413169,Macro
94.0,32.14620508,4.61092529,Macro
54.0,22.15078407,5.855266971,Macro
39.0,19.59319699,1.603298206,Micro
14.0,12.39563737,1.908127571,Nano
53.0,23.78936741,2.363466948,Micro
55.0,12.20695949,5.385105587,Micro
88.0,24.96601033,1.277689358,Macro
34.0,7.767692583,2.769472522,Macro
87.0,22.97221688,0.569872983,Nano
37.0,18.11528843,3.862596413,Nano
58.0,21.03563703,2.676063422,Nano
18.0,8.838122541,2.715304509,Nano
13.0,4.074671666,2.969846102,Nano
48.0,10.8228892,1.350736827,Mega
14.0,12.22643543,2.751871742,Macro
43.0,12.21216027,3.794746614,Micro
90.0,25.80246922,3.378647937,Micro
49.0,12.07216987,4.381532375,Macro
45.0,6.359354009,0.7043668,Mega
99.0,30.30840623,7.342506617,Nano
100.0,30.4451489,7.897284137,Mega
38.0,10.84290228,0.306923754,Mega
79.0,27.44053749,2.943291647,Mega
70.0,23.21694607,4.202648436,Micro
32.0,16.97849321,3.037709099,Mega
22.0,0.561491671,0.18288451,Micro
55.0,21.8064834,2.570983167,Macro
76.0,23.59569776,4.519114653,Micro
28.0,9.184659403,0.686658382,Micro
94.0,37.47520003,6.093510288,Macro
34.0,12.35039071,6.24012692,Mega
74.0,20.16118814,2.57120506,Nano
85.0,17.92814765,2.125619697,Mega
93.0,37.34778216,8.278557955,Nano
32.0,18.32416851,2.612609807,Nano
35.0,6.790018809,1.234108294,Macro
34.0,17.91425703,3.047221413,Mega
36.0,9.099158632,1.051392464,Micro
51.0,18.07310728,5.706993806,Micro
65.0,19.80994369,6.390368242,Macro
77.0,25.12131765,5.518115349,Nano
73.0,16.85283064,4.371485674,Micro
94.0,31.21314927,6.894316975,Nano
100.0,36.57380821,5.273156173,Mega
52.0,20.30070166,4.283666628,Macro
68.0,19.53554781,2.056270378,Micro
36.0,16.58347729,0.710402473,Mega
67.0,21.50116376,2.810213152,Mega
100.0,34.36913284,5.77397264,Mega
48.0,10.35936844,3.609029513,Nano
50.0,18.9396793,2.457398302,Micro
73.0,19.18375248,3.345825344,Mega
14.0,0.148676092,2.597693107,Micro
73.0,23.60921933,3.105811614,Nano
18.0,10.13781443,3.181971706,Macro
32.0,11.21930355,0.656788657,Micro
73.0,30.6636907,4.071548218,Nano
90.0,34.3769832,5.298158719,Mega
83.0,31.8388312,3.84892856,Micro
40.0,18.15010991,3.230139036,Macro
40.0,13.84088825,4.726136465,Nano
63.0,11.20427955,1.845740304,Mega
86.0,31.98979236,4.802363644,Mega
24.0,7.47427064,0.440111075,Mega
85.0,24.18110445,2.542531154,Mega
41.0,11.53355109,0.506740109,Macro
69.0,18.66741369,4.807658808,Mega
47.0,18.76508582,6.298226829,Macro
32.0,14.48736052,0.931805763,Macro
11.0,6.244162288,0.759346585,Macro
30.0,0.179656032,0.280326002,Nano
42.0,22.00041826,2.830148305,Micro
54.0,19.27265847,1.302007252,Micro
49.0,16.67239093,2.471372347,Nano
95.0,33.30369314,5.275759812,Macro
45.0,22.81931349,4.037226529,Micro
43.0,4.246828009,1.182699755,Micro
26.0,15.96243391,3.251310532,Mega
71.0,19.47415695,4.433751454,Nano
48.0,22.65504441,5.973427536,Mega
75.0,20.77119006,1.930360197,Nano
95.0,38.41522497,7.673636553,Micro
78.0,28.99112621,6.265845002,Micro
75.0,29.24105443,3.969112218,Micro
26.0,3.497184714,1.675119633,Macro
15.0,1.619455174,0.263737433,Nano
15.0,4.953746366,0.903951533,Nano
94.0,30.74081606,1.325993613,Micro
13.0,2.528946519,1.071299959,Mega
87.0,31.85172567,6.521062849,Nano
46.0,17.87483166,3.918941935,Micro
59.0,15.35208505,0.201442064,Mega
96.0,27.25291238,3.938099223,Nano
59.0,31.00062729,2.464132207,Micro
47.0,13.83842892,2.524159498,Mega
58.0,17.39877506,4.007447145,Nano
61.0,29.98807828,5.491511053,Micro
75.0,30.8609378,5.033560605,Micro
51.0,23.05943072,4.309633654,Micro
47.0,15.70133839,0.377178568,Nano
82.0,25.84421495,5.576685984,Nano
19.0,6.81912787,3.677202163,Micro
40.0,17.89165524,4.098492828,Mega
35.0,14.57976711,3.274513943,Nano
85.0,33.41836523,4.973469351,Mega
71.0,32.11362476,2.522217397,Nano
68.0,18.5450234,3.901617087,Mega
37.0,5.580487693,4.347285454,Macro
10.0,7.109840315,0.35804823,Macro
57.0,18.17476033,2.498876616,Mega
35.0,11.02127115,2.528031813,Nano
36.0,20.38097787,3.928353632,Nano
57.0,17.89151781,4.776428455,Micro
98.0,37.57095206,8.529604366,Mega
94.0,16.78014184,2.965429418,Nano
83.0,30.25054026,5.5311094,Macro
23.0,13.72417939,0.403192075,Macro
75.0,38.27143199,8.586450249,Micro
18.0,2.609402156,0.055425098,Nano
77.0,21.79509063,5.432038429,Mega
66.0,27.96404564,5.055596363,Nano
86.0,30.40958262,6.126358542,Mega
83.0,32.79010616,10.2437346,Mega
85.0,23.77346122,4.542661031,Mega
31.0,15.76397898,0.890836345,Micro
60.0,19.56382452,3.911593076,Mega
93.0,29.24109161,3.030024575,Micro
46.0,22.8870475,1.144771295,Nano
69.0,23.96530468,4.49419079,Micro
17.0,7.002813809,0.236655441,Micro
93.0,26.86739055,2.603665219,Nano
39.0,8.437964502,2.926366891,Mega
20.0,12.91275537,0.141228007,Micro
20.0,10.17960343,1.182064453,Nano
72.0,11.3926569,4.185864342,Mega
25.0,5.384656349,0.63199073,Mega
51.0,18.81480053,3.440682119,Mega
63.0,20.91620696,4.093511379,Mega
74.0,21.16288162,2.039521432,Nano
14.0,0.936349062,0.389304514,Mega
42.0,15.50442945,2.861961964,Mega
34.0,17.36318028,4.198920401,Macro
14.0,11.24439034,2.602426966,Mega
19.0,4.906580811,3.263641471,Nano
65.0,24.08129979,6.713941984,Micro
19.0,10.62585401,1.036051829,Macro
71.0,20.84941338,2.469887527,Mega
37.0,10.00031472,0.039404657,Mega
64.0,20.36203851,1.527641801,Macro
96.0,28.69482119,1.184927259,Macro
55.0,13.23675142,0.603918273,Mega
12.0,3.135564385,2.924747767,Micro
28.0,4.164198677,0.357389068,Nano
83.0,25.39696363,2.810283955,Nano
